point,density,raw,cloglog_java
0,1.0000000000000000,0.010000000000000000,0.63212055882855420
1,1.0000000000000000,0.010000000000000000,0.63212055882855420
2,1.0000000000000000,0.010000000000000000,0.63212055882855420
3,1.0000000000000000,0.010000000000000000,0.63212055882855420
4,1.0000000000000000,0.010000000000000000,0.63212055882855420
5,1.0000000000000000,0.010000000000000000,0.63212055882855420
6,1.0000000000000000,0.010000000000000000,0.63212055882855420
7,1.0000000000000000,0.010000000000000000,0.63212055882855420
8,1.0000000000000000,0.010000000000000000,0.63212055882855420
9,1.0000000000000000,0.010000000000000000,0.63212055882855420
10,1.0000000000000000,0.010000000000000000,0.63212055882855420
11,1.0000000000000000,0.010000000000000000,0.63212055882855420
12,1.0000000000000000,0.010000000000000000,0.63212055882855420
13,1.0000000000000000,0.010000000000000000,0.63212055882855420
14,1.0000000000000000,0.010000000000000000,0.63212055882855420
15,1.0000000000000000,0.010000000000000000,0.63212055882855420
16,1.0000000000000000,0.010000000000000000,0.63212055882855420
17,1.0000000000000000,0.010000000000000000,0.63212055882855420
18,1.0000000000000000,0.010000000000000000,0.63212055882855420
19,1.0000000000000000,0.010000000000000000,0.63212055882855420
20,1.0000000000000000,0.010000000000000000,0.63212055882855420
21,1.0000000000000000,0.010000000000000000,0.63212055882855420
22,1.0000000000000000,0.010000000000000000,0.63212055882855420
23,1.0000000000000000,0.010000000000000000,0.63212055882855420
24,1.0000000000000000,0.010000000000000000,0.63212055882855420
25,1.0000000000000000,0.010000000000000000,0.63212055882855420
26,1.0000000000000000,0.010000000000000000,0.63212055882855420
27,1.0000000000000000,0.010000000000000000,0.63212055882855420
28,1.0000000000000000,0.010000000000000000,0.63212055882855420
29,1.0000000000000000,0.010000000000000000,0.63212055882855420
30,1.0000000000000000,0.010000000000000000,0.63212055882855420
31,1.0000000000000000,0.010000000000000000,0.63212055882855420
32,1.0000000000000000,0.010000000000000000,0.63212055882855420
33,1.0000000000000000,0.010000000000000000,0.63212055882855420
34,1.0000000000000000,0.010000000000000000,0.63212055882855420
35,1.0000000000000000,0.010000000000000000,0.63212055882855420
36,1.0000000000000000,0.010000000000000000,0.63212055882855420
37,1.0000000000000000,0.010000000000000000,0.63212055882855420
38,1.0000000000000000,0.010000000000000000,0.63212055882855420
39,1.0000000000000000,0.010000000000000000,0.63212055882855420
40,1.0000000000000000,0.010000000000000000,0.63212055882855420
41,1.0000000000000000,0.010000000000000000,0.63212055882855420
42,1.0000000000000000,0.010000000000000000,0.63212055882855420
43,1.0000000000000000,0.010000000000000000,0.63212055882855420
44,1.0000000000000000,0.010000000000000000,0.63212055882855420
45,1.0000000000000000,0.010000000000000000,0.63212055882855420
46,1.0000000000000000,0.010000000000000000,0.63212055882855420
47,1.0000000000000000,0.010000000000000000,0.63212055882855420
48,1.0000000000000000,0.010000000000000000,0.63212055882855420
49,1.0000000000000000,0.010000000000000000,0.63212055882855420
50,1.0000000000000000,0.010000000000000000,0.63212055882855420
51,1.0000000000000000,0.010000000000000000,0.63212055882855420
52,1.0000000000000000,0.010000000000000000,0.63212055882855420
53,1.0000000000000000,0.010000000000000000,0.63212055882855420
54,1.0000000000000000,0.010000000000000000,0.63212055882855420
55,1.0000000000000000,0.010000000000000000,0.63212055882855420
56,1.0000000000000000,0.010000000000000000,0.63212055882855420
57,1.0000000000000000,0.010000000000000000,0.63212055882855420
58,1.0000000000000000,0.010000000000000000,0.63212055882855420
59,1.0000000000000000,0.010000000000000000,0.63212055882855420
60,1.0000000000000000,0.010000000000000000,0.63212055882855420
61,1.0000000000000000,0.010000000000000000,0.63212055882855420
62,1.0000000000000000,0.010000000000000000,0.63212055882855420
63,1.0000000000000000,0.010000000000000000,0.63212055882855420
64,1.0000000000000000,0.010000000000000000,0.63212055882855420
65,1.0000000000000000,0.010000000000000000,0.63212055882855420
66,1.0000000000000000,0.010000000000000000,0.63212055882855420
67,1.0000000000000000,0.010000000000000000,0.63212055882855420
68,1.0000000000000000,0.010000000000000000,0.63212055882855420
69,1.0000000000000000,0.010000000000000000,0.63212055882855420
70,1.0000000000000000,0.010000000000000000,0.63212055882855420
71,1.0000000000000000,0.010000000000000000,0.63212055882855420
72,1.0000000000000000,0.010000000000000000,0.63212055882855420
73,1.0000000000000000,0.010000000000000000,0.63212055882855420
74,1.0000000000000000,0.010000000000000000,0.63212055882855420
75,1.0000000000000000,0.010000000000000000,0.63212055882855420
76,1.0000000000000000,0.010000000000000000,0.63212055882855420
77,1.0000000000000000,0.010000000000000000,0.63212055882855420
78,1.0000000000000000,0.010000000000000000,0.63212055882855420
79,1.0000000000000000,0.010000000000000000,0.63212055882855420
80,1.0000000000000000,0.010000000000000000,0.63212055882855420
81,1.0000000000000000,0.010000000000000000,0.63212055882855420
82,1.0000000000000000,0.010000000000000000,0.63212055882855420
83,1.0000000000000000,0.010000000000000000,0.63212055882855420
84,1.0000000000000000,0.010000000000000000,0.63212055882855420
85,1.0000000000000000,0.010000000000000000,0.63212055882855420
86,1.0000000000000000,0.010000000000000000,0.63212055882855420
87,1.0000000000000000,0.010000000000000000,0.63212055882855420
88,1.0000000000000000,0.010000000000000000,0.63212055882855420
89,1.0000000000000000,0.010000000000000000,0.63212055882855420
90,1.0000000000000000,0.010000000000000000,0.63212055882855420
91,1.0000000000000000,0.010000000000000000,0.63212055882855420
92,1.0000000000000000,0.010000000000000000,0.63212055882855420
93,1.0000000000000000,0.010000000000000000,0.63212055882855420
94,1.0000000000000000,0.010000000000000000,0.63212055882855420
95,1.0000000000000000,0.010000000000000000,0.63212055882855420
96,1.0000000000000000,0.010000000000000000,0.63212055882855420
97,1.0000000000000000,0.010000000000000000,0.63212055882855420
98,1.0000000000000000,0.010000000000000000,0.63212055882855420
99,1.0000000000000000,0.010000000000000000,0.63212055882855420
